"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"235",2,2,3,3,2,-2,-3,-3,2,3,0,3,3,3,3,3
"236",0,1,1,2,0,0,-1,1,2,1,3,2,2,3,3,3
"237",0,1,1,1,1,1,1,0,-1,1,1,1,2,1,1,2
"238",3,3,3,3,3,3,3,-3,0,1,3,3,3,3,3,3
"239",0,-1,2,3,-1,2,-1,-3,-2,0,0,2,-1,3,3,3
"240",3,3,3,3,3,3,2,0,3,3,3,3,3,3,3,3
"241",2,2,3,3,1,1,2,0,2,2,3,3,2,3,3,3
"242",3,3,3,3,3,2,0,3,3,3,3,2,3,3,3,3
"243",3,3,3,3,3,3,-3,-3,-3,3,3,-2,3,3,3,3
"244",0,1,3,3,-2,-1,-2,-3,-1,1,3,1,0,3,3,3
"245",3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3
"246",0,3,3,3,-1,3,1,-3,0,0,3,3,2,3,3,3
"247",3,3,3,3,-3,3,3,3,3,3,3,3,3,3,3,3
"248",2,1,2,2,-1,0,-2,-3,2,2,-1,3,3,2,3,2
"249",3,3,3,3,-2,-2,-2,-3,-2,2,3,3,0,3,3,3
"250",1,0,3,3,-1,-1,-1,-1,1,1,-1,1,-1,1,3,3
"251",-2,-1,3,1,-1,-2,-2,-3,0,-2,-1,1,0,0,2,2
"252",3,1,3,3,-2,-2,-2,-3,-1,3,-1,3,-2,-1,3,3
"253",3,3,2,3,1,1,1,0,3,3,1,3,3,2,3,3
"254",3,2,3,3,1,0,-1,-1,3,1,1,2,2,2,3,3
"255",0,2,2,3,-3,-3,-3,-3,-3,-3,-1,3,3,0,3,3
"256",3,3,3,3,0,-1,-3,-2,3,3,0,3,3,3,3,3
"257",2,2,1,2,1,1,-1,-1,2,2,2,2,2,2,2,2
"258",2,3,3,3,-3,0,-2,-2,2,0,2,3,2,0,3,3
"259",-1,-1,2,1,-2,-2,-3,-3,2,0,-2,1,1,-1,3,1
"260",2,1,1,1,0,1,-1,0,2,1,0,-1,1,1,0,0
"261",3,1,2,3,0,0,-2,-1,2,0,0,0,1,0,3,3
"262",0,-2,1,3,-2,-2,-1,-2,2,1,0,2,1,0,3,3
"263",3,0,2,3,-1,-2,-2,-2,-1,2,0,2,0,1,3,3
"264",2,0,3,3,-2,-3,-2,-3,3,3,0,2,3,1,3,3
"265",3,2,2,3,2,-2,1,0,1,3,0,2,1,1,3,3
"266",1,1,2,2,-3,0,-1,-1,1,0,1,3,1,1,3,3
"267",-2,0,1,3,-3,-3,-3,-3,1,-3,-2,1,0,-3,3,1
"268",2,3,2,3,1,0,0,1,0,2,2,2,1,2,3,3
"269",3,3,3,3,-3,1,0,-3,0,0,3,3,3,1,3,3
"270",1,2,1,3,0,-1,-1,-2,3,1,0,0,3,1,3,3
"271",3,3,3,3,3,3,3,-2,2,3,2,2,3,3,3,3
"272",3,1,3,3,1,1,-1,-1,2,3,0,1,2,3,3,3
"273",2,2,3,3,-2,-1,-1,-1,2,2,1,0,2,2,3,3
"274",2,3,2,3,-2,0,-2,-1,1,-1,2,2,1,0,3,3
"275",3,3,3,3,2,3,2,2,3,3,3,2,3,2,3,3
"276",-3,3,-2,3,-2,1,-2,-1,-1,-2,2,2,-1,2,3,3
"277",1,1,2,2,1,2,-1,-2,2,1,1,0,-1,2,3,2
"278",-1,1,1,-1,0,1,-2,0,-1,0,-1,-1,-1,-2,-2,0
"279",2,3,3,3,0,2,-2,2,3,3,2,2,3,3,3,3
"280",-3,2,2,3,-3,1,-3,-2,-3,1,1,2,1,2,3,3
"281",1,1,1,3,-3,-1,-3,-2,1,0,-2,-2,1,1,3,1
"282",1,3,3,3,-3,0,-3,0,3,3,3,3,3,3,3,3
"283",2,3,2,3,0,1,1,0,2,3,3,2,3,3,3,3
"284",1,2,3,3,-1,-1,0,-2,1,1,1,1,2,2,3,3
"285",2,3,3,3,0,0,-2,-2,1,2,-1,1,3,3,3,3
"286",2,3,3,3,0,2,0,0,2,3,2,2,2,3,3,3
"287",2,3,3,3,-1,-1,-2,-2,3,3,0,-1,3,1,3,3
"288",0,3,2,3,0,0,0,-1,1,1,1,1,1,3,3,3
"289",3,2,3,3,-3,1,-3,-2,1,3,2,3,1,3,3,3
"290",2,1,3,3,-3,-3,-2,-3,2,-3,0,-3,3,0,3,3
"291",3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3
"292",2,2,3,3,1,2,-2,0,2,2,2,3,1,2,3,3
"293",0,0,3,1,-3,0,-3,-3,-3,2,1,3,-1,1,3,3
"294",0,3,2,3,1,-2,-3,-3,2,-1,0,1,3,0,3,3
"295",-2,0,2,2,-3,-2,-3,-3,-1,0,-2,2,-1,0,3,2
"296",3,3,3,3,0,0,1,0,2,1,2,2,2,2,3,3
"297",1,2,3,3,1,3,3,0,3,2,-2,3,3,3,3,3
"298",-3,3,2,3,-2,1,-3,-3,0,2,2,3,2,1,3,3
"299",2,1,1,2,0,0,1,-1,0,2,1,0,1,2,2,2
"300",1,-3,1,1,1,0,1,1,0,1,3,0,1,1,1,1
"301",3,3,3,3,3,3,3,0,3,3,2,3,3,3,3,3
"302",2,3,3,3,1,0,0,0,1,0,1,3,2,2,3,3
"303",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"304",3,3,3,3,3,0,0,-3,3,3,3,3,3,3,3,3
"305",0,3,3,3,0,0,-3,-3,-2,0,1,3,0,0,3,3
"306",2,3,2,3,2,-1,-2,-3,-1,0,2,1,1,2,3,3
"307",0,2,2,3,2,2,0,0,1,1,3,2,1,2,3,3
"308",2,1,2,0,2,2,0,0,1,1,1,2,-1,3,0,2
"309",0,3,3,0,-2,2,-3,-3,-3,2,3,2,0,-2,3,3
"310",0,1,2,3,0,0,-1,-2,0,1,-1,1,1,1,3,3
"311",2,2,3,3,1,1,1,-1,2,-1,1,3,2,1,3,3
"312",3,3,3,3,2,2,2,0,3,3,3,3,3,3,3,3
"313",2,2,2,2,2,0,3,3,1,3,1,3,2,2,2,3
"314",1,0,1,1,-2,-1,0,-2,1,0,1,2,3,1,3,2
"315",3,2,1,3,1,-1,-1,-1,1,1,1,3,3,3,3,3
"316",-1,3,1,3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,3,3
"317",2,3,3,3,-1,1,-1,0,2,3,2,3,2,3,3,3
"318",2,3,3,3,1,3,-1,-2,3,0,3,3,3,3,3,3
"319",3,2,2,2,0,0,1,-1,0,2,1,2,1,1,3,3
"320",1,2,3,2,0,0,1,-1,0,3,0,2,-1,2,3,3
"321",2,3,2,3,-1,-2,-3,-3,0,3,3,3,3,3,3,3
"322",1,-1,0,0,-2,-3,-1,1,-1,0,0,-1,0,2,3,3
"323",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"324",1,1,3,2,-1,2,1,2,3,1,2,3,3,3,3,3
"325",2,3,2,2,-1,0,-2,-3,-2,1,-1,2,1,0,3,3
"326",2,3,-2,2,-3,-2,-3,-3,-2,1,-2,1,-2,2,3,3
"327",3,1,-1,3,-2,1,-2,-3,2,0,1,1,0,2,3,3
"328",-2,0,3,-2,-2,-2,-3,-3,-2,2,0,3,-1,-1,3,3
"329",3,3,3,2,2,1,1,-3,1,-3,1,1,1,3,3,3
"330",1,3,2,3,0,-1,-1,-1,1,1,3,3,1,2,3,3
"331",-3,-3,3,3,-3,-3,-3,-3,-3,-2,1,-3,-3,-3,0,1
"332",-3,-3,-2,-3,-3,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3
"333",-3,-3,1,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,3,3
"334",-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-1,-3,-2,-3,-3,-1
"335",-3,-3,0,0,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,1,0
"336",-2,-3,-1,2,-3,-2,-3,-3,-1,-3,-3,-3,-3,-2,3,3
"337",-3,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1
"338",-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2
"339",-3,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,1,-3
"340",-2,-3,1,0,-3,-3,-3,-3,-2,-2,-3,-3,-3,-2,2,3
"341",3,2,2,3,-3,-3,-3,-3,1,-1,3,-3,-2,2,2,2
"342",-3,-2,-3,-1,-3,-3,-3,-3,-3,-2,-2,-3,-2,-1,-3,-1
"343",0,1,3,3,-3,-3,-3,-3,2,3,2,-1,2,2,3,3
"344",-3,-1,-1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"345",-3,-3,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2
"346",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3
"347",-3,-3,-2,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-2
"348",-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3
"349",-3,3,3,3,-3,-3,-3,-3,-3,3,3,-3,0,3,3,3
"350",1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1
"351",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"352",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"353",-1,-1,1,2,0,-1,1,0,-1,1,1,1,1,0,2,2
"354",-3,-3,-1,-1,-3,-3,-3,-3,-3,1,0,-3,-3,-3,-1,1
"355",-3,-3,-1,0,-3,-1,0,0,-2,0,0,-3,-2,-3,-1,0
"356",1,1,2,2,0,1,1,0,1,2,0,1,1,1,1,2
"357",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"358",-3,-3,0,1,-3,-3,-2,1,-1,1,-3,-3,-3,-1,0,2
"359",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1
"360",-3,-3,1,1,-3,-1,-3,-3,-3,-1,-3,-3,-3,-3,-3,0
"361",-3,-3,0,-1,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-1,-3
"362",-3,-2,0,2,-3,-3,-2,-3,-2,2,1,-3,-3,-3,-2,2
"363",-3,-2,1,2,-3,-3,-3,-3,-1,-1,-3,-3,-3,-2,-2,3
"364",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"365",-3,-3,-1,-2,-3,-2,-3,-1,-2,-3,-1,-2,-2,-2,-2,-1
"366",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"367",-1,-1,-2,-1,0,-1,-2,0,-2,-1,0,-2,1,0,0,-1
"368",-3,-2,-2,-2,-3,-3,-3,-2,-2,-2,-3,-3,-2,-2,-2,-2
"369",0,-3,-3,0,0,1,3,2,-1,3,2,1,2,-1,0,1
"370",-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"371",-3,-3,-1,2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,0,-3
"372",-1,-2,3,3,-3,-3,-3,-3,-3,0,0,-1,3,3,3,3
"373",-3,0,1,3,-3,-2,-3,-3,-3,0,0,3,-3,2,3,3
"374",-1,2,2,2,-3,-2,-3,-3,2,3,1,1,2,2,3,3
"375",-1,1,2,3,-3,-2,-3,0,0,1,3,2,1,3,1,2
"376",-1,-1,3,3,-3,-3,-3,-3,-3,-2,0,3,-3,3,3,3
"377",-2,1,2,2,-3,-2,-3,-3,-1,0,2,-3,1,2,3,3
"378",-2,2,0,3,-3,-1,-3,-3,-3,3,-2,1,3,-1,3,3
"379",0,1,3,3,-2,-2,-3,-3,-2,0,1,1,-2,1,3,3
"380",-3,-1,-3,2,-3,-3,-3,-3,-3,2,3,0,2,3,3,3
"381",-3,-1,3,3,-3,-3,-3,-3,-1,-1,3,-2,2,3,3,3
"382",1,-1,0,0,0,0,-1,-2,-1,1,2,2,2,2,3,3
"383",-3,0,2,2,-3,-3,-3,-3,-3,2,0,-3,-3,-2,3,3
"384",3,2,3,3,-3,-1,-3,-3,2,2,3,3,3,3,3,3
"385",-1,-1,0,0,-2,0,-2,0,-2,0,0,0,0,0,0,0
"386",1,0,2,2,-3,-2,-3,-3,-2,-1,3,3,3,2,3,3
"387",0,-2,1,2,-2,-2,-2,-3,-3,0,-2,-2,-2,1,1,2
"388",0,-2,1,1,-2,-1,-3,-3,0,-1,2,1,1,2,3,3
"389",1,1,2,1,-1,-1,-2,-1,1,0,1,2,2,1,3,3
"390",-1,-2,2,3,-3,-3,-3,-3,-2,-1,2,2,1,1,3,3
"391",1,2,3,3,1,1,2,1,2,3,3,2,2,3,3,3
"392",2,2,3,3,0,1,1,3,3,3,3,3,3,3,3,3
"393",3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3
"394",3,1,1,2,2,2,3,2,3,3,3,3,3,3,3,3
"395",3,2,3,3,-1,1,1,2,1,3,1,1,1,3,3,3
"396",3,2,3,3,-2,1,-1,1,-1,3,2,-1,1,3,3,-2
"397",1,2,2,3,-1,1,-1,-1,0,1,-2,2,1,3,3,3
"398",-1,1,-1,2,-1,0,1,-1,0,3,1,2,0,3,3,3
"399",-1,-1,1,0,-1,0,-2,-2,2,0,0,1,2,2,0,2
"400",0,2,2,3,-1,1,1,0,2,3,2,1,1,1,2,3
"401",-1,3,1,2,-2,0,2,-1,3,2,2,1,1,2,3,3
"402",1,2,3,3,-1,0,-1,2,3,3,3,3,3,3,3,3
"403",0,0,2,2,0,-1,0,1,1,1,0,2,2,2,2,2
"404",1,1,0,0,0,-2,-1,-1,0,3,3,2,0,3,3,2
"405",0,3,2,3,-1,1,1,2,3,3,3,2,3,3,3,3
"406",0,1,1,1,-1,0,0,0,0,1,3,2,1,3,3,3
"407",0,1,1,1,0,0,1,1,0,1,1,1,1,2,2,2
"408",2,0,1,2,-1,2,1,1,3,0,0,2,1,2,2,0
"409",3,3,2,3,-2,2,1,2,3,3,3,3,3,3,3,3
"410",0,2,2,3,0,0,1,1,2,2,2,2,2,3,3,3
"411",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"412",2,3,2,2,2,2,1,2,3,2,2,2,1,2,3,2
"413",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"414",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"415",3,2,3,2,2,2,3,2,2,3,2,3,3,3,2,3
"416",3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
"417",2,2,1,-1,0,1,-1,2,2,2,2,2,3,2,2,2
"418",2,2,2,2,2,1,2,3,3,3,2,3,3,2,3,3
"419",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"420",2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"421",3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
"422",3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3
"423",3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3
"424",3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
"425",2,2,2,2,1,2,3,2,2,1,1,1,3,2,2,2
"426",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"427",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"428",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"429",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"430",2,2,0,3,2,1,1,2,3,3,3,3,3,2,3,3
"431",0,2,2,2,2,0,2,2,2,3,2,1,2,2,3,3
