"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"346",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3
"347",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"348",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
"349",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"350",-3,-3,3,-3,-3,-3,-3,-3,3,3,3,-3,-3,3
"351",1,1,1,1,1,1,0,1,2,1,2,1,2,2
"352",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"353",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"354",0,-2,1,0,0,0,0,-1,0,1,1,1,0,1
"355",-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1
"356",-3,-3,0,-3,0,-3,-1,-1,-3,-3,-3,0,-3,0
"357",0,0,0,-1,0,-1,1,1,1,1,1,1,0,2
"358",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"359",-3,-1,-3,-3,1,-3,2,-3,-1,2,-2,-2,-3,1
"360",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"361",-3,-3,-3,-3,-3,-3,-3,-1,-3,-2,-3,-3,-3,-1
"362",-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3
"363",-3,-3,1,-3,-3,1,1,-3,-3,1,-3,-2,-3,2
"364",-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-1
"365",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"366",-2,-1,-1,-1,-1,-1,-2,-2,-2,-3,-2,-3,-3,-3
"367",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"368",-3,-1,0,-1,0,-1,1,-1,0,-2,-1,-2,0,-1
"369",-3,-3,-3,-3,-2,-3,-3,-3,-2,-2,-3,-3,-3,-2
"370",0,-2,2,1,2,2,3,1,-1,2,1,3,0,3
"371",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"372",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
"373",-3,-3,0,-3,-3,-3,-3,-3,3,1,2,-3,-3,0
"374",-3,-3,0,-3,-3,-3,-3,-2,2,2,3,-3,-3,0
"375",-3,-3,1,-3,-3,0,-2,-2,2,2,2,-3,-3,3
"376",1,-1,3,0,0,0,-2,-2,3,3,3,-3,-3,1
"377",-3,-3,0,-3,-3,-3,-3,-3,3,-1,3,-3,-3,-2
"378",-3,-2,2,-3,-3,-2,-3,-2,2,1,1,-3,-3,0
"379",-2,-3,-2,-3,-3,-3,1,-1,-1,3,2,-3,-3,3
"380",-3,-3,1,-3,-3,-3,0,-2,1,-1,1,-3,-2,0
"381",-3,2,3,-3,-3,-3,-3,-3,3,3,3,-3,-3,2
"382",-3,-3,3,-3,-3,-3,-3,-3,3,0,3,-3,-3,-1
"383",-1,0,2,-1,-2,-2,0,0,2,1,2,-1,0,1
"384",-3,-3,0,-3,-3,-3,-3,-3,-2,-1,1,-3,-3,2
"385",-3,0,3,-3,-3,-3,-3,-1,3,3,3,-3,-3,2
"386",0,-1,0,-2,0,-2,-2,0,0,0,0,-2,-2,0
"387",-3,1,3,-3,-3,-2,-2,-2,2,-1,2,-3,-3,-1
"388",-3,-3,-2,-3,-3,-3,-1,-2,1,-3,1,-2,-2,0
"389",-1,-2,2,-2,-3,-2,1,-1,2,1,2,-3,-2,-1
"390",0,0,1,0,-1,0,-1,-1,1,1,2,-2,-1,0
"391",-2,-2,2,-3,-3,-2,-3,-3,1,-1,2,-3,-3,-1
"392",3,2,3,2,1,3,2,1,3,3,3,2,1,3
"393",2,3,3,3,3,3,3,1,3,3,3,1,0,3
"394",3,3,3,2,1,0,3,1,3,3,3,1,1,3
"395",3,3,3,3,2,2,3,2,3,3,3,3,2,3
"396",1,1,1,1,2,0,0,1,3,3,3,1,-1,3
"397",-1,-1,2,-1,1,-2,0,1,3,1,2,-1,-2,3
"398",2,1,-2,3,-1,0,1,1,3,2,3,-1,-1,1
"399",1,1,1,-2,-1,1,-3,0,3,3,3,1,-1,3
"400",-1,-1,0,-2,-2,-2,-1,0,2,-1,2,-2,-1,0
"401",2,2,2,1,0,1,0,1,1,3,3,1,-1,3
"402",2,1,2,0,-1,-1,-1,0,2,2,2,2,-2,2
"403",2,1,3,1,2,1,3,0,3,3,3,-1,-1,3
"404",1,1,0,0,1,-1,-1,-1,2,2,2,0,0,1
"405",3,2,3,1,-1,-2,-1,-2,3,2,3,-1,0,3
"406",2,2,3,2,2,2,1,1,3,3,3,1,-1,3
"407",-1,1,3,-1,0,-2,1,0,3,3,3,0,-1,1
"408",1,0,1,1,1,1,0,0,2,1,1,1,0,1
"409",3,1,0,2,1,0,1,2,2,0,2,1,-1,0
"410",3,3,3,2,2,3,2,2,3,3,3,1,-2,3
"411",2,-1,2,3,1,2,1,0,3,1,3,1,0,2
"412",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"413",2,2,2,2,2,1,1,2,2,3,2,1,2,2
"414",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"415",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"416",2,2,2,2,2,3,3,2,3,3,2,3,2,3
"417",2,3,3,3,3,3,3,3,3,0,3,3,3,3
"418",2,2,2,2,2,1,2,1,2,2,2,-1,0,2
"419",3,3,2,2,3,3,3,1,2,3,3,2,2,3
"420",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"421",2,2,2,2,3,2,2,2,2,2,2,2,2,2
"422",3,3,3,3,3,3,3,3,3,3,3,2,3,3
"423",3,3,3,3,3,3,3,2,3,3,3,2,3,3
"424",3,3,3,3,3,3,3,0,3,3,3,0,3,3
"425",3,3,3,3,3,3,3,2,3,3,3,3,3,3
"426",2,0,1,1,2,1,1,2,2,2,3,3,1,1
"427",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"428",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"429",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"430",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"431",2,3,3,2,2,2,3,1,2,3,3,1,2,3
"432",3,2,2,3,2,3,2,0,2,3,2,2,2,3
