"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"371",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"372",1,0,-1,-2,0,1,2,1,0,-2,-1,-2,-2,0,-2,-3,-2,-3,-3,-2,-2,-2,1,-2,-2,0,1,-2,-1,0,-1,0,1,0,-1,-2,1,3,-2,2
"373",-3,-3,-2,-3,-3,-1,-1,-3,-1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"374",-3,-2,-3,2,-3,-3,-1,3,1,-3,-2,0,-3,-2,-3,-3,-2,-3,-2,-3,-2,-2,3,-2,-3,-2,-2,-2,-3,-2,0,-2,0,0,2,0,3,3,2,3
"375",0,2,0,2,0,0,1,1,1,-1,0,1,0,-1,0,1,-2,0,-1,-1,0,0,2,1,1,3,-1,3,2,1,3,3,2,3,3,2,3,3,3,3
"376",-1,2,1,3,0,1,1,2,1,-2,0,-1,-3,-1,-1,0,0,-2,0,0,-1,1,2,-1,0,1,0,1,2,2,1,1,1,2,1,2,2,3,3,3
"377",2,0,1,-1,-1,1,0,3,2,3,-3,-3,0,1,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-2,-3,0,-3,-3,-3,-3,-2,-1,-3
"378",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"379",-2,-3,-3,-3,-3,-3,-3,-1,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"380",1,1,2,2,2,3,1,2,0,2,3,0,2,2,2,0,-2,0,-2,2,0,1,1,1,1,2,1,1,2,-1,0,3,2,0,2,2,2,0,2,2
"381",-1,-3,0,-2,1,-3,1,1,1,-1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-2,0
"382",3,3,3,3,2,3,3,3,3,-3,3,3,-1,3,3,3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,-2,3,3,3,3,3,3,3,3,3,3,3
"383",3,-1,3,3,1,3,3,3,3,-3,-3,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,-3,3,-3,-1,3,0,-3,3,-2,-2,-3,3,3,3,3
"384",-1,0,-1,-1,2,-1,1,2,2,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-3,-1,-1,-1,-1,-1,2,0,-1,-1,2
"385",-3,3,0,3,-1,3,1,3,3,-3,-2,2,-3,-2,-1,-3,-3,-2,-3,1,-3,-1,3,0,1,3,2,3,1,0,3,3,3,2,0,3,3,3,2,3
"386",-1,-1,-1,2,0,-2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,2,-2,-2,-2,-1,-2,-1,-1,0,-2,0,-2,-1,0,-1,2,1,0
"387",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"388",2,-3,-3,-3,-3,-3,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"389",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"390",-1,-3,-1,3,-1,-2,-1,3,3,-3,-3,-3,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-1,-1,-2,-3,3,-2,1,-1,-1,-2,-2,-1,1,1,3,3,-1,3
"391",-2,-3,-2,-2,-3,-3,-2,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-1
"392",-1,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,2,1,1,1,1,2,2,1,2
"393",2,2,3,3,1,1,2,2,3,-3,1,1,3,2,-2,2,1,1,0,0,0,1,3,1,3,2,-2,0,2,1,1,1,0,3,2,2,2,3,3,3
"394",0,2,3,3,3,3,2,3,3,3,1,-1,1,2,1,-1,-1,1,0,0,-2,2,-1,1,2,-1,0,-1,1,1,-2,1,2,0,2,0,1,-2,1,-1
"395",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"396",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"397",2,3,2,2,3,2,3,3,3,-1,1,2,1,0,2,1,1,0,0,-1,0,2,3,1,3,2,1,2,2,2,2,3,2,3,3,3,3,3,3,3
"398",1,0,-3,0,1,2,2,2,2,2,-3,-3,0,-3,-2,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-2,-3
"399",-3,-2,-3,2,-2,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,3,-1,-3
"400",2,2,2,3,0,2,2,2,3,-3,-1,-2,1,-3,-3,-3,-3,-3,-3,-3,-3,2,1,0,1,-1,2,-3,-3,-2,-1,-3,2,-3,2,-1,3,3,-1,3
"401",1,1,0,0,2,-2,-1,2,-1,-3,0,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-1,-1,-2,-3,-2,2,-3,-2,-2,0,-3,1,-1,1,-1,2,3,0,2
"402",-1,-3,-1,3,0,-3,-2,3,0,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,-3,-3,-3,-3,-3,-2,1,-2,-3,1,-3,-1,-2,3,3,-3,1
"403",1,1,2,3,2,0,0,1,2,0,2,1,2,-1,2,1,0,1,3,2,1,3,2,2,0,0,1,0,2,1,3,2,0,2,1,1,-1,2,-1,0
"404",3,2,2,3,3,3,3,3,3,-2,3,-3,3,-1,-1,-2,-3,-2,-3,-2,-2,3,3,3,3,0,3,0,-1,3,1,1,1,1,3,3,1,3,3,3
"405",-1,-3,-2,-2,-3,-2,-2,-1,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"406",2,2,3,3,1,2,3,2,3,1,1,2,2,-2,2,3,3,1,3,2,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"407",3,3,3,3,3,3,3,3,3,-1,1,3,2,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"408",1,1,1,3,-1,0,3,2,3,-3,1,3,-1,0,-1,2,1,-1,0,0,-1,1,3,2,1,3,2,3,3,1,1,2,3,2,3,3,2,3,2,3
"409",3,-3,3,1,1,1,-3,2,2,2,1,-3,-2,-2,-3,-2,-3,0,-3,-3,-3,2,2,1,-2,-2,0,-3,-2,-1,-2,-1,0,0,-1,-2,1,3,0,0
"410",-3,2,-1,3,3,2,2,3,2,-2,-1,-2,-3,0,-2,-1,-2,-2,-3,-3,-3,1,0,0,-2,1,3,-1,-1,-2,-2,-2,1,-1,0,-1,0,3,2,3
"411",2,1,1,2,1,2,1,2,2,-2,1,-2,1,-3,0,-2,-1,-1,-2,-2,-1,1,3,2,0,1,0,1,3,1,-1,1,-1,1,0,1,2,3,1,3
"412",3,2,0,-3,1,2,1,3,2,3,-2,-3,1,-1,-1,-1,-3,-3,-3,-3,-3,-2,3,-3,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3
"413",-3,2,-1,1,-1,0,-2,2,3,-3,-2,-3,-3,-3,-3,-2,-2,-3,-2,-3,-3,-2,1,-2,-1,-1,1,2,2,1,2,1,2,2,0,2,3,3,3,3
"414",-1,3,-1,3,3,3,3,3,3,3,-3,-3,1,-2,1,-3,-3,-1,-3,-3,-3,-3,1,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"415",2,3,2,3,1,2,2,0,3,2,2,3,1,2,1,3,2,1,2,2,2,3,2,1,3,3,2,3,3,3,2,2,2,3,2,3,3,3,3,3
"416",1,3,0,3,1,2,2,2,3,-1,2,1,0,0,0,-1,2,1,2,3,1,2,3,1,2,1,3,2,2,2,2,3,2,3,0,3,3,3,2,3
"417",-3,-1,-2,-2,0,-1,-2,-1,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"418",-3,3,-1,3,2,2,0,2,3,-3,-2,3,-2,-2,-2,-1,-3,-3,-2,-2,-3,1,3,0,0,0,-1,3,2,3,3,0,3,2,2,2,3,3,3,3
"419",-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3
"420",-3,3,-3,3,1,-3,2,2,3,-3,-1,-3,-1,-3,-2,-3,-1,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"421",-3,3,-3,-3,-3,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,-3,0,-3,3,3,3,3,-3,3,3,3,3
"422",2,2,0,0,2,2,2,2,2,2,3,2,2,2,0,2,3,2,3,3,2,2,2,0,3,3,3,2,1,2,2,2,3,2,2,3,2,3,2,3
"423",0,3,0,2,0,-1,3,3,3,3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"424",1,0,0,3,2,3,3,3,0,-3,2,-2,2,-2,2,0,-3,-3,-3,-3,-3,-3,1,1,2,2,3,3,2,0,1,-2,-3,-3,-3,1,2,3,3,3
"425",1,1,0,2,1,1,3,2,3,-3,1,1,0,0,0,0,1,0,-1,0,-1,1,0,0,1,2,1,1,1,1,1,3,0,1,1,3,2,3,2,3
"426",1,0,1,3,2,1,0,3,3,-3,0,-1,-2,-1,-2,-3,-2,-3,-3,-3,-3,1,3,1,-1,-1,3,-1,-1,1,2,-1,2,0,1,2,3,3,3,3
"427",-2,3,0,3,-1,3,3,3,3,-3,2,3,-3,-1,3,-2,2,1,2,3,-3,0,3,1,0,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
"428",-3,-2,-3,-3,-3,-1,-3,-1,2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,0,-3,-3
"429",2,1,2,3,3,3,3,3,3,-3,2,1,1,0,-3,0,-3,-3,-3,-3,-3,2,3,2,1,3,2,1,1,2,3,1,3,1,3,2,3,3,3,3
"430",-3,-1,1,3,3,0,-3,1,1,-2,-3,-3,-1,-3,-3,-2,-3,-2,-3,-3,-3,0,1,-2,-3,-2,-1,-3,-2,-2,-3,-2,-3,-2,-2,1,2,3,0,1
"431",3,1,2,3,2,1,-2,3,2,-3,-3,-2,-3,-3,-3,-2,-2,-3,-3,-3,-3,0,2,3,3,-2,-2,-3,-2,-1,-3,-3,3,-2,3,3,3,3,-1,3
"432",2,2,1,2,1,2,1,1,2,2,3,0,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,1,2,1,2,1,1
