"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"65",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,0,3,0
"66",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"67",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,3,3
"68",-3,-3,-3,-3,-3,-3,-3,3,-3,2,-3,3,3,3,3,3
"69",-3,-3,-3,-3,-3,-3,-3,-3,2,2,-3,1,0,2,3,3
"70",-3,-3,-3,-3,-3,-3,-3,-3,-3,0,3,2,-2,3,3,3
"71",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,0,3,2
"72",-1,-2,-1,-2,-2,-1,-1,1,2,2,1,2,2,2,2,2
"73",-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,2,-3,1,2,2
"74",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0
"75",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,3,3,1
"76",-3,-3,-3,-3,-3,-3,-3,-3,-2,3,-3,0,-3,2,3,3
"77",-3,-3,-3,-3,0,-3,-3,-3,-3,0,0,2,0,3,2,2
"78",-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,3,-3,3,3,3
"79",-2,-1,0,1,1,-1,1,-2,2,1,1,3,2,2,3,3
"80",-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-2,-3,-3,2,2,2
"81",-3,-3,-2,-3,-3,-3,-3,-3,-2,1,-1,0,-1,1,2,3
"82",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-1,-1
"83",-3,-3,-3,-3,-3,-3,-3,-3,3,-1,-2,-3,-3,2,3,2
"84",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,0,-3,3,3,3
"85",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"86",2,-1,-2,-3,-3,-3,-1,-2,0,-2,-3,2,-1,2,2,3
"87",-1,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,-3,-1
"88",-1,-1,-3,-3,-3,-3,-1,-2,-2,-2,-3,-1,-2,-1,-1,0
"89",-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"90",3,-2,-3,-3,-2,-3,0,-3,-3,-3,-3,-2,-3,0,-1,1
"91",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"92",-1,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-1,-3,-2,-2,-1
"93",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-2
"94",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"95",3,3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,3
"96",1,-1,-3,-3,-3,-3,-3,-3,1,-1,-2,0,0,0,1,-1
"97",-3,-3,-3,-3,-3,-3,-3,-3,0,-1,-3,3,-3,3,-3,0
"98",-3,-2,-2,-3,-2,-3,-2,-3,-3,-3,-3,-1,0,-1,-3,2
"99",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-2,2
"100",3,2,-2,0,-1,-2,0,-2,-2,-2,-2,-1,0,2,0,1
"101",-2,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-1
"102",1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,1,1,1
"103",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,1
"104",3,0,-2,-1,-2,-3,-1,-3,2,-2,-3,3,-2,-3,2,2
"105",-1,1,2,-1,0,1,1,1,-2,1,2,-2,-1,-1,-1,0
"106",-1,1,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,1,1,0
"107",0,0,-1,-1,0,1,1,1,0,2,0,-1,-1,-1,-1,0
"108",3,2,-3,-3,-3,-3,-3,-3,2,-3,-3,1,-2,-3,2,3
"109",3,3,-1,-3,-3,-2,1,-3,2,-1,-1,-1,-2,3,3,3
"110",1,-1,0,0,0,-1,0,-1,-1,-1,1,0,-1,-1,0,1
"111",3,3,3,-1,1,-1,3,-3,3,-2,-3,2,1,3,3,-1
"112",0,-3,-2,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,0,-3
"113",1,-1,-1,-2,-3,-3,-2,-3,0,-2,-2,0,-3,-1,0,1
"114",3,2,2,-1,-2,-2,1,-2,-2,-3,-2,-1,-2,1,3,2
"115",1,0,-1,-2,-1,-3,-2,-3,-2,-2,-3,-1,-2,0,1,0
"116",3,3,2,0,2,-1,2,-2,3,1,-1,2,-3,3,3,3
"117",3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3
"118",2,2,1,-2,-3,-3,-3,-2,-2,-2,-3,2,-3,2,2,2
"119",3,2,-1,-2,-2,-2,2,-2,0,-2,-2,0,-2,1,3,3
"120",0,-1,-2,-1,0,-2,-2,-3,-1,-1,-1,-1,-1,-1,0,1
"121",3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,1,2
"122",-2,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-2,-1
"123",3,1,-2,-3,-2,-3,1,-3,0,-3,-3,-1,-3,-2,0,3
"124",3,0,0,-3,1,0,2,-3,2,1,-1,2,-3,3,3,3
"125",3,2,-1,-2,-1,-1,2,-2,0,1,0,1,0,1,3,3
"126",2,-1,-3,-3,-3,-3,-1,-3,-2,-3,-3,1,-3,-3,-1,-3
"127",2,2,2,1,2,2,1,-3,1,-2,-1,2,-2,1,2,2
"128",3,3,-1,0,1,-3,-1,-3,1,-3,-3,3,-3,-2,3,3
"129",1,2,1,0,2,0,0,0,0,0,1,1,0,1,0,-1
"130",3,-3,3,3,-3,3,3,3,3,0,0,3,-3,3,0,0
"131",3,2,1,-1,0,0,2,-3,2,-2,-2,0,-1,2,2,3
"132",3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3
"133",3,3,3,3,2,1,1,-3,2,1,-1,-1,-2,0,3,3
"134",3,3,3,-3,-3,3,3,-3,3,-3,3,3,-3,3,3,3
"135",3,1,0,-1,-1,-3,0,-2,0,-2,-3,1,-1,-1,1,2
"136",1,1,0,0,-1,-1,-2,-2,-1,-1,-2,-1,-2,-2,1,1
"137",3,3,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-2,0,1,3
"138",3,1,-3,-3,-3,-3,-3,-2,-2,-1,-2,-2,-3,3,3,3
"139",3,3,3,-3,-3,-3,-3,-3,0,0,-3,3,3,3,3,3
"140",-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-1,-2,-1
"141",3,3,1,-2,1,-2,-1,-3,-3,-1,-2,-1,-3,-1,3,3
"142",3,2,-1,-3,-2,-3,-2,-3,-1,-3,-3,0,-2,-1,-1,2
"143",3,1,1,-2,-2,-3,-2,-3,0,-1,-3,1,-3,-3,1,1
"144",3,3,2,2,1,1,3,-2,3,1,-1,3,1,3,3,3
"145",3,3,2,-1,1,1,-1,-3,0,-3,0,1,0,3,3,2
"146",1,0,0,-1,-1,-1,1,-2,1,0,-1,-1,-1,1,1,2
"147",3,3,3,1,3,1,3,-2,0,-1,-2,0,-1,3,3,3
"148",3,3,2,-3,2,-3,3,-3,1,0,-3,2,-3,2,3,3
"149",3,3,0,-1,1,-2,0,-3,0,-3,-2,0,-2,1,3,2
"150",3,2,0,0,0,-2,0,-1,-2,0,-1,2,-1,2,2,2
"151",3,2,-1,-3,0,-1,-2,-3,-1,-3,-3,0,-3,1,3,0
"152",3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3
"153",3,2,3,-1,3,3,1,-1,2,-1,-2,-1,0,2,3,2
"154",3,3,3,-3,3,-3,-3,-3,0,-3,0,3,-3,-2,3,3
"155",3,2,1,1,0,0,-1,-1,1,-1,-2,1,0,2,2,2
"156",3,3,-2,0,0,-1,0,-3,-2,-2,-1,-1,-2,0,2,2
"157",3,3,3,3,1,0,0,-3,0,-2,1,3,3,3,3,3
"158",3,3,3,3,3,0,3,-2,3,0,-3,3,-2,3,3,3
"159",3,3,3,3,3,-3,3,-3,3,-3,-3,3,-3,3,3,3
"160",3,3,3,3,3,2,3,0,3,0,0,3,0,0,3,2
"161",3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3
"162",3,3,-1,-2,-1,-1,-2,-3,1,-3,-2,-1,0,2,2,3
"163",3,3,2,1,1,1,2,-3,2,1,-3,2,0,3,3,3
"164",3,3,2,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,1,2,3
"165",3,0,-2,-2,-1,-3,-2,-3,3,-2,-3,3,-1,0,3,3
"166",3,3,2,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,3,3,3
"167",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"168",1,3,1,0,3,-2,1,-3,-2,-2,-3,3,-2,3,3,3
"169",3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,3,3,3
"170",3,3,2,2,1,0,2,-3,1,0,-1,2,1,2,3,3
"171",3,1,0,1,2,0,0,0,0,1,-1,2,0,0,3,1
"172",3,3,3,-2,-3,-3,-1,-3,3,-2,-2,3,-3,1,3,3
"173",3,3,3,2,3,1,3,-2,3,-1,-1,3,1,3,3,3
"174",3,3,3,3,0,-1,3,-3,0,0,0,3,-2,0,3,3
"175",3,3,3,3,0,0,3,-3,0,0,0,3,0,3,3,3
"176",2,2,1,-1,-1,-2,-2,-3,0,-2,-2,0,-2,0,2,0
"177",3,3,2,1,0,1,2,-2,1,-2,-2,0,-1,3,2,3
"178",2,1,0,-2,-2,-2,-1,-1,-2,-1,-1,-2,0,-1,3,2
"179",2,3,1,-1,-1,-3,1,-3,-1,-3,-3,-1,-3,0,3,0
"180",3,3,0,0,-1,-1,2,-2,-3,-2,-1,-1,-1,3,3,2
"181",-1,2,2,-1,-1,-1,-3,-1,-1,-1,-1,-1,-1,1,2,2
"182",2,0,0,-2,-1,-2,-1,-3,-2,-2,-2,-1,-2,1,2,2
"183",3,3,-1,-3,-3,-3,-2,-3,2,1,-3,2,-3,2,3,2
"184",3,3,3,-3,-2,-3,-1,-3,0,-3,-3,2,-3,-2,2,3
"185",3,3,1,1,2,0,3,-1,2,2,-1,2,-1,0,3,3
"186",3,3,-3,-3,-3,-3,-2,-3,-2,-3,-3,0,-3,-3,2,1
"187",3,3,2,3,-3,-3,3,-3,2,3,-2,2,2,2,3,3
"188",3,3,2,2,3,1,2,0,2,1,1,2,-1,0,3,2
"189",3,3,2,2,2,2,3,-3,2,3,-3,3,-3,3,3,3
"190",3,3,3,1,3,0,0,0,1,1,1,1,0,3,3,3
"191",3,3,1,-1,0,0,-1,-1,1,0,-2,0,-2,1,3,3
"192",3,3,2,1,1,1,2,-1,0,1,-1,2,2,2,2,2
"193",0,2,0,1,1,1,-1,0,0,0,1,0,2,0,0,1
"194",3,3,3,3,-1,0,3,0,3,1,0,3,2,2,3,2
"195",3,3,1,1,1,-1,2,-1,1,1,0,2,0,1,3,3
"196",3,3,3,2,3,0,2,-3,3,0,-3,3,2,3,3,2
"197",3,3,1,-1,-3,-2,0,-3,3,-2,-3,2,-3,0,3,3
"198",2,2,1,0,0,-1,1,-1,2,1,-2,2,1,1,2,2
"199",2,-1,-1,-2,-2,-2,-2,-1,-3,-2,-3,-2,-2,-1,-1,-1
"200",3,3,1,-2,1,1,-2,-2,0,-2,-1,2,0,1,3,2
"201",3,3,3,-1,2,-1,3,-2,2,-3,-3,2,1,2,3,3
"202",3,3,-3,-3,-1,-3,3,-3,3,-2,-3,3,-2,3,3,3
"203",3,3,2,-1,-1,-1,1,-3,1,-2,-2,1,-1,0,3,3
"204",3,3,3,3,3,3,3,-3,-3,2,-3,3,2,3,3,3
"205",2,2,0,0,2,0,0,-2,3,2,1,1,-2,2,3,2
"206",3,3,3,3,2,3,3,-3,2,2,-1,3,-1,3,3,3
"207",3,3,2,1,2,1,1,-1,1,-2,-1,2,-1,2,2,3
"208",3,3,2,3,3,1,0,-3,0,0,-2,3,-2,3,3,1
"209",3,3,2,2,2,0,-2,-3,-3,-2,-3,1,-3,3,3,3
"210",2,1,1,1,1,1,2,0,1,-1,-1,0,1,0,3,2
"211",3,3,2,-2,2,-2,2,-3,1,-1,-2,2,-2,1,3,3
"212",3,1,0,1,0,-1,0,-3,1,-2,-3,-1,-3,-1,2,1
"213",2,2,-1,0,0,-1,-1,-3,-2,-2,-1,0,-3,-1,2,2
"214",3,3,3,3,3,3,-3,-3,-3,-3,2,2,-3,3,3,3
"215",3,3,1,1,1,0,-1,-3,-1,-2,1,-2,-2,3,3,3
"216",3,3,3,3,3,3,3,3,3,3,-3,3,3,3,3,3
"217",3,3,3,3,3,2,3,-1,1,1,2,3,0,3,3,3
"218",3,2,2,1,1,2,1,-3,-1,2,-1,0,-1,0,1,-1
"219",3,1,3,-1,-1,2,-1,0,1,0,-3,2,0,-3,0,0
"220",3,2,1,0,3,0,1,-2,0,0,-1,1,1,1,3,2
"221",3,3,3,3,3,2,3,0,3,-1,-3,2,-2,1,3,3
"222",3,3,0,-2,-3,-2,-2,-2,-2,-3,-3,-3,-2,-1,1,3
"223",3,3,2,0,2,3,3,-3,1,-2,-2,-1,-2,0,3,2
"224",3,2,2,2,3,2,2,-1,2,2,2,2,2,2,2,2
"225",3,3,3,-2,-2,-3,3,-3,-2,-3,-2,-3,-3,-2,3,3
"226",3,3,3,2,2,3,1,-1,2,2,1,2,3,1,3,2
"227",3,3,3,1,3,0,1,-3,1,-3,1,2,1,1,3,3
"228",3,3,3,3,2,3,3,-3,2,-2,-1,2,-1,1,3,3
"229",2,3,2,3,2,2,3,2,1,1,2,2,2,3,2,2
"230",3,3,3,3,2,2,3,1,3,0,-1,1,0,0,3,3
"231",3,2,2,1,-2,1,-1,-2,-1,-1,0,0,-1,0,3,2
"232",1,2,0,1,-2,2,1,-2,1,-1,-1,0,1,1,1,0
"233",3,3,1,3,2,3,-1,-3,2,-2,2,3,1,0,3,3
"234",3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3
"235",3,-1,1,2,2,1,2,2,2,3,1,-1,2,2,-1,-2
"236",3,3,3,3,3,0,3,-3,2,0,-2,2,2,2,3,3
"237",3,3,3,3,2,3,2,1,2,1,0,0,0,1,2,1
"238",1,2,1,1,1,1,2,0,-1,-1,1,0,1,1,1,1
"239",3,3,3,3,3,3,3,-3,0,-1,3,3,3,3,3,3
"240",3,3,3,3,2,0,-1,-3,-2,-2,2,0,-1,-1,3,2
"241",3,3,3,3,3,3,3,0,3,-1,3,3,3,3,3,3
"242",3,3,3,3,3,3,2,0,2,1,1,2,1,2,3,3
"243",3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"244",3,3,3,3,-2,3,3,-3,-3,-1,3,3,3,3,3,3
"245",3,3,3,3,1,3,0,-3,-1,-3,-1,0,-2,1,3,3
"246",3,3,3,3,2,3,3,3,3,2,1,3,3,3,3,3
"247",3,3,3,3,3,3,2,-3,0,-3,3,0,-1,3,3,3
"248",3,3,3,3,3,3,3,3,3,3,3,3,-3,3,3,3
"249",3,2,3,2,3,-1,3,-3,2,-3,0,2,-1,1,2,2
"250",3,3,3,3,3,3,0,-3,-2,0,-2,3,-2,3,3,3
"251",3,3,1,1,1,-1,-1,-1,1,1,-1,1,-1,0,3,3
"252",2,2,1,0,1,-1,0,-3,0,-1,-2,-2,-1,-1,1,3
"253",3,3,2,-1,3,-1,-2,-3,-1,-1,-2,3,-2,1,3,3
"254",3,3,2,2,3,1,3,0,3,1,1,3,1,3,3,2
"255",3,3,3,2,2,1,2,-1,3,-1,0,3,1,2,3,3
"256",3,3,0,0,3,-1,3,-3,-3,-3,-3,0,-3,2,3,2
"257",3,3,3,3,3,0,3,-2,3,3,-1,3,0,3,3,3
"258",2,2,2,2,2,2,2,-1,2,-1,1,2,1,2,2,1
"259",3,3,3,0,3,2,2,-2,2,-3,0,2,-3,3,3,3
"260",3,1,-1,-1,1,-2,1,-3,2,-1,-2,-1,-2,-1,1,2
"261",0,0,0,1,-1,0,1,0,2,2,1,2,0,1,1,1
"262",3,3,3,0,0,0,1,-1,2,2,0,3,0,1,3,2
"263",3,3,2,0,2,0,1,-2,2,-2,-2,0,-2,-2,3,1
"264",3,3,2,1,2,0,0,-2,-1,-1,-2,3,-1,0,3,2
"265",3,3,3,1,2,0,3,-3,3,2,-3,2,-2,0,3,3
"266",3,3,2,1,2,0,1,0,1,3,-2,3,2,2,3,2
"267",3,3,1,1,3,1,1,-1,1,1,0,1,-3,1,2,2
"268",3,1,-2,-3,1,-2,0,-3,1,-2,-3,-2,-3,0,3,1
"269",3,3,1,2,2,2,1,1,0,1,0,2,1,3,3,2
"270",3,3,3,1,3,3,3,-3,0,0,1,3,-3,3,3,3
"271",3,3,1,1,0,0,3,-2,3,1,-1,1,0,2,3,1
"272",3,3,3,3,2,2,3,-2,2,2,3,3,3,3,3,3
"273",3,3,3,3,1,0,2,-1,2,2,1,3,1,1,3,3
"274",3,3,2,2,0,1,2,-1,2,0,-1,2,-2,2,3,3
"275",3,3,2,0,2,2,1,-1,1,-1,0,2,-2,3,3,2
"276",3,3,2,2,2,3,3,2,3,2,3,3,2,3,3,3
"277",3,3,1,2,2,2,-1,-1,-1,-2,1,-3,-2,3,3,-2
"278",3,2,1,2,0,1,-1,-2,2,0,2,1,1,1,2,2
"279",-2,0,-1,-2,-1,-1,-1,0,-1,-1,1,-1,0,1,-1,1
"280",3,3,3,3,2,2,3,2,3,3,2,2,0,3,3,3
"281",3,3,2,2,2,1,1,-2,-3,-3,1,-3,-3,2,3,2
"282",3,1,1,1,-2,-2,1,-2,1,-3,-1,1,-3,1,3,1
"283",3,3,3,3,3,3,3,0,3,-2,0,1,-3,3,3,3
"284",3,3,3,3,2,3,3,0,2,2,1,2,0,3,3,2
"285",3,3,2,2,1,1,2,-2,1,-1,-1,1,-1,2,3,3
"286",3,3,2,3,1,-1,3,-2,1,2,0,2,0,3,3,3
"287",3,3,3,3,2,2,2,0,2,1,2,2,0,3,3,3
"288",3,3,3,1,-1,0,3,-2,3,3,-1,2,-1,3,3,3
"289",3,3,3,3,1,1,1,-1,1,0,0,0,0,3,3,2
"290",3,3,3,3,3,2,1,-2,1,-2,1,3,-3,2,3,3
"291",3,3,2,0,-3,0,3,-3,2,-3,-3,2,-3,1,3,3
"292",3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
"293",3,3,3,2,3,2,1,0,2,2,2,2,1,2,3,3
"294",3,3,1,1,3,1,-1,-3,-3,-3,0,0,-3,0,1,3
"295",3,3,1,0,1,0,3,-3,2,-3,-2,0,1,3,3,2
"296",3,2,0,0,2,-2,-1,-3,-1,-2,-2,-2,-3,0,2,2
"297",3,3,2,2,2,2,2,0,2,1,0,3,0,3,3,3
"298",3,3,3,3,3,-2,3,0,3,3,3,1,1,2,3,3
"299",3,3,3,1,3,2,2,-3,0,-2,1,-3,-2,3,3,2
"300",2,2,0,2,0,1,1,-1,0,0,0,2,0,1,2,1
"301",1,1,2,1,0,3,1,1,0,1,0,1,1,-3,1,1
"302",3,3,3,3,3,2,3,0,3,3,3,3,3,3,3,3
"303",3,3,3,2,3,1,2,0,1,-2,0,2,1,3,3,3
"304",2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"305",3,3,3,3,3,3,3,-3,3,3,0,3,3,3,3,3
"306",3,3,0,0,3,1,0,-3,-2,-2,0,0,0,3,3,3
"307",3,3,2,2,1,2,1,-3,-1,1,-1,2,2,3,3,2
"308",3,3,1,2,2,3,1,0,1,1,2,0,2,2,3,2
"309",0,2,2,3,2,1,-1,0,1,2,2,2,2,1,0,2
"310",3,3,1,-2,2,3,0,-3,-3,2,2,0,-2,3,0,3
"311",3,3,0,1,1,-1,1,-2,0,0,0,0,0,1,3,2
"312",3,3,2,1,3,1,2,-1,2,-1,1,2,1,2,3,3
"313",3,3,3,3,3,3,3,0,3,2,2,3,2,3,3,3
"314",2,3,2,2,3,1,2,3,1,2,0,2,2,2,2,2
"315",3,2,3,1,2,1,3,-2,1,-1,-1,1,-2,0,1,1
"316",3,3,3,3,3,1,3,-1,1,1,-1,3,1,2,3,1
"317",3,3,-2,-3,1,-3,-3,-3,-3,-3,-3,-1,-3,3,3,1
"318",3,3,2,3,3,2,2,0,2,1,1,2,-1,3,3,3
"319",3,3,3,3,3,3,3,-2,3,0,3,2,1,3,3,3
"320",3,3,3,1,2,1,1,-1,0,0,0,3,0,2,2,2
"321",3,3,3,2,2,0,-1,-1,0,1,0,1,0,2,2,3
"322",3,3,3,3,3,3,3,-3,0,1,-2,2,-1,3,3,2
"323",3,3,2,2,-1,0,0,1,-1,-3,-3,1,-2,-1,0,0
"324",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"325",3,3,2,3,3,2,3,2,3,1,2,1,-1,1,2,3
"326",3,3,2,0,2,-1,1,-3,-2,0,0,2,-1,3,2,2
"327",3,3,3,2,1,-2,-2,-3,-2,0,-2,2,-3,3,2,-2
"328",3,3,3,2,1,1,0,-3,2,0,1,3,-2,1,3,-1
